order_id,customer_id,order_date,offer_type,channel,revenue,cost,status
ORD_889,CUST_954,2025-01-03,Premium Box,Referral,639.19,272.77,Completed
ORD_890,CUST_963,2024-09-09,Accessories,Partnership,538.23,329.86,Completed
ORD_891,CUST_13,2024-08-09,Beauty,TikTok,177.3,92.65,Completed
ORD_892,CUST_374,2024-08-22,Limited Collection,Event Walk-in,163.35,62.63,Completed
ORD_893,CUST_1121,2024-05-10,Gift Card,Partnership,229.79,100.15,Completed
ORD_894,CUST_718,2024-03-08,Limited Collection,Google Search,659.35,263.19,Completed
ORD_895,CUST_236,2024-09-03,Premium Box,TikTok,536.41,261.14,Completed
ORD_896,CUST_410,2024-09-25,Limited Collection,Event Walk-in,682.97,417.24,Completed
ORD_897,CUST_1358,2025-01-01,Limited Collection,Partnership,261.45,113.3,Completed
ORD_898,CUST_639,2024-01-11,Limited Collection,Partnership,201.42,99.33,Completed
ORD_899,CUST_606,2025-06-12,Subscription Box,Instagram,120.26,45.74,Completed
ORD_900,CUST_557,2024-07-30,Beauty,Instagram,18.53,12.55,Completed
ORD_901,CUST_1488,2025-04-09,Accessories,TikTok,268.27,130.3,Completed
ORD_902,CUST_814,2024-12-08,Premium Box,Instagram,253.73,161.88,Completed
ORD_903,CUST_308,2024-04-19,Gift Card,Event Walk-in,182.88,128.26,Completed
ORD_904,CUST_407,2024-02-24,Gift Card,Instagram,501.83,281.37,Completed
ORD_905,CUST_1151,2024-11-02,Premium Box,Event Walk-in,294.01,114.78,Completed
ORD_906,CUST_1480,2025-06-21,Accessories,TikTok,32.45,16.74,Completed
ORD_907,CUST_1292,2024-01-30,Limited Collection,Event Walk-in,607.05,383.11,Completed
ORD_908,CUST_892,2025-02-12,Subscription Box,Google Search,133.52,85.36,Completed
ORD_909,CUST_33,2024-10-31,Premium Box,Partnership,183.34,132.03,Completed
ORD_910,CUST_710,2024-02-25,Subscription Box,LinkedIn,544.71,361.37,Completed
ORD_911,CUST_62,2025-03-11,Accessories,TikTok,614.46,424.95,Completed
ORD_912,CUST_132,2024-12-05,Limited Collection,Instagram,380.1,262.66,Refunded
ORD_913,CUST_754,2025-05-26,Beauty,Instagram,546.9,196.03,Cancelled
ORD_914,CUST_574,2024-10-01,Subscription Box,Google Search,327.78,162.25,Completed
ORD_915,CUST_1127,2024-09-05,Fashion,Event Walk-in,688.69,496.71,Completed
ORD_916,CUST_83,2025-06-26,Gift Card,Event Walk-in,559.63,387.27,Completed
ORD_917,CUST_209,2024-05-23,Gift Card,LinkedIn,346.4,238.59,Refunded
ORD_918,CUST_899,2024-06-25,Premium Box,TikTok,247.07,103.07,Completed
ORD_919,CUST_1486,2024-09-08,Gift Card,LinkedIn,256.89,150.24,Completed
ORD_920,CUST_172,2024-02-15,Limited Collection,TikTok,31.12,15.98,Completed
ORD_921,CUST_1342,2024-03-22,Beauty,Instagram,686.04,314.6,Completed
ORD_922,CUST_1388,2024-07-05,Subscription Box,Instagram,634.19,437.36,Completed
ORD_923,CUST_1319,2024-04-08,Beauty,LinkedIn,641.84,328.02,Completed
ORD_924,CUST_541,2025-06-03,Accessories,Google Search,247.08,98.92,Completed
ORD_925,CUST_1196,2025-01-27,Limited Collection,TikTok,474.72,281.01,Completed
ORD_926,CUST_589,2024-11-28,Accessories,Referral,78.92,39.52,Completed
ORD_927,CUST_683,2025-02-01,Gift Card,LinkedIn,193.73,103.85,Completed
ORD_928,CUST_601,2024-08-23,Premium Box,Referral,589.03,255.63,Completed
ORD_929,CUST_1191,2025-04-07,Premium Box,Event Walk-in,601.82,323.35,Completed
ORD_930,CUST_85,2024-03-20,Limited Collection,Instagram,594.07,332.15,Completed
ORD_931,CUST_878,2024-02-17,Beauty,Referral,329.98,119.24,Completed
ORD_932,CUST_1027,2025-03-17,Fashion,Google Search,224.55,133.99,Completed
ORD_933,CUST_1070,2024-10-20,Subscription Box,LinkedIn,504.32,350.22,Refunded
ORD_934,CUST_191,2025-06-05,Gift Card,Google Search,345.11,167.02,Completed
ORD_935,CUST_210,2024-06-13,Premium Box,Google Search,44.52,23.5,Completed
ORD_936,CUST_786,2024-09-19,Limited Collection,Instagram,323.54,199.11,Completed
ORD_937,CUST_1441,2024-10-05,Gift Card,Google Search,698.33,424.65,Completed
ORD_938,CUST_1288,2024-03-04,Subscription Box,Partnership,508.65,362.42,Completed
ORD_939,CUST_1377,2024-08-01,Beauty,Google Search,86.89,43.12,Completed
ORD_940,CUST_1409,2024-08-25,Limited Collection,Instagram,430.32,315.86,Refunded
ORD_941,CUST_451,2024-12-28,Subscription Box,Partnership,449.73,157.97,Completed
ORD_942,CUST_559,2025-04-02,Gift Card,TikTok,347.61,198.14,Completed
ORD_943,CUST_1059,2025-05-07,Beauty,Referral,87.47,58.9,Completed
ORD_944,CUST_163,2024-12-30,Limited Collection,TikTok,491.87,279.4,Completed
ORD_945,CUST_202,2024-06-27,Fashion,Event Walk-in,384.71,194.75,Completed
ORD_946,CUST_1021,2024-10-11,Subscription Box,Instagram,192.8,102.18,Completed
ORD_947,CUST_174,2025-03-05,Limited Collection,LinkedIn,600.26,345.55,Completed
ORD_948,CUST_669,2024-10-04,Beauty,Event Walk-in,58.99,29.63,Completed
ORD_949,CUST_1157,2024-05-19,Gift Card,Google Search,281.21,165.47,Completed
ORD_950,CUST_24,2024-03-22,Beauty,Partnership,356.26,173.82,Completed
ORD_951,CUST_795,2025-01-09,Limited Collection,TikTok,667.13,312.04,Completed
ORD_952,CUST_1232,2025-06-16,Beauty,Google Search,156.89,80.81,Completed
ORD_953,CUST_599,2024-06-21,Gift Card,LinkedIn,465.57,227.74,Completed
ORD_954,CUST_1055,2025-05-03,Limited Collection,Google Search,467.43,289.25,Completed
ORD_955,CUST_607,2024-04-23,Beauty,TikTok,73.28,40.25,Refunded
ORD_956,CUST_93,2024-12-03,Premium Box,TikTok,134.57,53.64,Completed
ORD_957,CUST_37,2025-02-26,Premium Box,Partnership,209.59,107.05,Refunded
ORD_958,CUST_517,2025-04-13,Premium Box,Event Walk-in,545.33,288.42,Completed
ORD_959,CUST_416,2024-07-09,Subscription Box,Partnership,263.18,106.18,Completed
ORD_960,CUST_1112,2024-09-16,Gift Card,TikTok,329.15,179.45,Completed
ORD_961,CUST_1455,2024-11-03,Gift Card,Referral,102.95,68.77,Completed
ORD_962,CUST_1174,2025-04-25,Accessories,LinkedIn,292.7,128.06,Completed
ORD_963,CUST_1169,2025-03-24,Fashion,LinkedIn,656.3,246.75,Completed
ORD_964,CUST_1401,2024-04-22,Accessories,Instagram,563.26,413.09,Completed
ORD_965,CUST_611,2025-03-01,Subscription Box,TikTok,340.31,179.98,Completed
ORD_966,CUST_1011,2025-05-13,Beauty,Referral,228.05,85.6,Completed
ORD_967,CUST_642,2024-02-12,Beauty,Referral,353.25,132.88,Completed
ORD_968,CUST_615,2025-01-31,Subscription Box,Google Search,93.14,43.37,Completed
ORD_969,CUST_1341,2025-03-15,Beauty,Instagram,90.09,56.51,Completed
ORD_970,CUST_627,2024-10-13,Premium Box,Partnership,270.26,161.7,Completed
ORD_971,CUST_1424,2025-01-15,Limited Collection,Instagram,588.85,361.3,Completed
ORD_972,CUST_547,2024-04-11,Subscription Box,Event Walk-in,446.08,202.77,Completed
ORD_973,CUST_1040,2024-01-15,Beauty,Partnership,389.01,186.5,Refunded
ORD_974,CUST_230,2024-12-19,Limited Collection,Instagram,523.76,193.9,Completed
ORD_975,CUST_1226,2024-05-18,Premium Box,Instagram,585.1,400.38,Completed
ORD_976,CUST_456,2024-07-10,Gift Card,Instagram,412.11,160.45,Completed
ORD_977,CUST_228,2024-12-24,Fashion,TikTok,679.52,329.94,Completed
ORD_978,CUST_919,2025-05-17,Gift Card,TikTok,219.56,100.86,Completed
ORD_979,CUST_388,2024-06-07,Premium Box,TikTok,196.3,118.59,Completed
ORD_980,CUST_727,2024-04-23,Gift Card,Event Walk-in,660.94,364.68,Completed
ORD_981,CUST_781,2024-08-28,Limited Collection,Event Walk-in,57.39,40.95,Completed
ORD_982,CUST_19,2024-06-15,Subscription Box,Event Walk-in,423.93,290.77,Completed
ORD_983,CUST_1455,2024-02-01,Premium Box,Referral,650.58,469.48,Completed
ORD_984,CUST_810,2025-02-28,Gift Card,Referral,622.7,448.45,Refunded
ORD_985,CUST_443,2024-11-10,Limited Collection,Event Walk-in,380.3,193.75,Cancelled
ORD_986,CUST_910,2024-02-12,Premium Box,Google Search,112.05,67.77,Completed
ORD_987,CUST_876,2024-11-16,Limited Collection,TikTok,189.59,87.0,Completed
ORD_988,CUST_1264,2024-01-03,Gift Card,Partnership,346.91,201.26,Completed
ORD_989,CUST_358,2024-04-29,Limited Collection,Event Walk-in,399.07,281.85,Completed
ORD_990,CUST_151,2024-09-30,Beauty,Referral,314.74,207.87,Completed
ORD_991,CUST_901,2024-09-02,Accessories,Instagram,183.02,131.39,Completed
ORD_992,CUST_1434,2024-07-12,Limited Collection,Partnership,255.75,143.15,Completed
ORD_993,CUST_317,2024-01-28,Beauty,Instagram,253.59,99.02,Completed
ORD_994,CUST_992,2024-03-20,Subscription Box,Instagram,404.29,247.74,Completed
ORD_995,CUST_967,2025-06-04,Premium Box,Partnership,584.48,300.42,Completed
ORD_996,CUST_778,2024-02-15,Fashion,Instagram,284.87,190.49,Completed
ORD_997,CUST_564,2024-05-23,Beauty,LinkedIn,648.44,354.65,Completed
ORD_998,CUST_696,2024-02-26,Accessories,Referral,434.58,248.76,Completed
ORD_999,CUST_1006,2024-06-19,Fashion,Instagram,642.51,397.14,Completed
ORD_1000,CUST_740,2024-08-28,Limited Collection,Event Walk-in,23.73,11.47,Completed
ORD_1001,CUST_1472,2025-01-27,Subscription Box,Google Search,671.37,412.25,Completed
ORD_1002,CUST_847,2025-06-25,Fashion,Instagram,258.09,181.04,Completed
ORD_1003,CUST_1324,2025-01-27,Fashion,LinkedIn,467.94,305.99,Completed
ORD_1004,CUST_1202,2024-04-29,Subscription Box,Event Walk-in,291.47,215.8,Completed
ORD_1005,CUST_373,2024-04-04,Accessories,Event Walk-in,398.27,261.92,Completed
ORD_1006,CUST_1137,2024-07-04,Accessories,TikTok,677.87,451.53,Completed
ORD_1007,CUST_1034,2024-12-26,Limited Collection,Google Search,549.73,326.82,Completed
ORD_1008,CUST_1109,2024-04-12,Subscription Box,Google Search,68.13,44.02,Completed
ORD_1009,CUST_631,2025-05-13,Beauty,TikTok,270.04,110.67,Completed
ORD_1010,CUST_497,2025-02-05,Premium Box,Instagram,114.57,56.6,Completed
ORD_1011,CUST_687,2025-02-16,Limited Collection,Partnership,465.52,206.32,Completed
ORD_1012,CUST_77,2025-05-29,Accessories,Event Walk-in,549.36,271.15,Completed
ORD_1013,CUST_1056,2025-03-15,Subscription Box,Event Walk-in,667.63,428.4,Completed
ORD_1014,CUST_152,2025-04-21,Beauty,Partnership,640.51,438.04,Completed
ORD_1015,CUST_1456,2024-01-21,Beauty,Event Walk-in,120.95,64.47,Completed
ORD_1016,CUST_1251,2024-12-22,Fashion,Instagram,48.55,20.94,Completed
ORD_1017,CUST_1437,2024-11-08,Subscription Box,Google Search,479.42,308.95,Completed
ORD_1018,CUST_857,2025-02-07,Subscription Box,Instagram,496.67,301.12,Cancelled
ORD_1019,CUST_1089,2024-07-23,Beauty,LinkedIn,56.69,22.43,Completed
ORD_1020,CUST_910,2024-03-03,Gift Card,Google Search,86.25,37.65,Completed
ORD_1021,CUST_1131,2024-12-23,Beauty,Instagram,691.68,421.62,Completed
ORD_1022,CUST_136,2024-10-08,Fashion,Event Walk-in,77.8,48.17,Completed
ORD_1023,CUST_1235,2025-03-13,Limited Collection,Instagram,54.37,39.41,Completed
ORD_1024,CUST_1082,2024-11-17,Premium Box,Partnership,109.84,70.29,Refunded
ORD_1025,CUST_50,2025-01-25,Limited Collection,Referral,518.55,252.35,Completed
ORD_1026,CUST_222,2025-04-23,Premium Box,TikTok,437.8,301.56,Completed
ORD_1027,CUST_406,2024-09-17,Premium Box,LinkedIn,371.62,234.92,Completed
ORD_1028,CUST_867,2024-05-02,Accessories,TikTok,124.86,70.91,Completed
ORD_1029,CUST_540,2025-06-01,Accessories,Partnership,178.08,65.4,Completed
ORD_1030,CUST_440,2024-01-06,Subscription Box,LinkedIn,594.34,253.04,Completed
ORD_1031,CUST_1459,2024-04-22,Beauty,Event Walk-in,352.65,133.34,Completed
ORD_1032,CUST_756,2025-03-30,Accessories,Referral,190.19,96.66,Completed
ORD_1033,CUST_290,2025-06-06,Accessories,LinkedIn,230.16,134.88,Completed
ORD_1034,CUST_456,2024-04-09,Fashion,Instagram,668.27,449.98,Completed
ORD_1035,CUST_1457,2024-09-03,Limited Collection,TikTok,596.45,381.26,Completed
ORD_1036,CUST_818,2024-07-14,Beauty,Partnership,394.24,276.03,Completed
ORD_1037,CUST_235,2024-08-16,Beauty,TikTok,71.33,44.44,Completed
ORD_1038,CUST_907,2024-06-17,Gift Card,TikTok,67.7,28.91,Completed
ORD_1039,CUST_152,2024-08-02,Gift Card,Partnership,173.42,83.21,Completed
ORD_1040,CUST_1320,2024-12-03,Fashion,Referral,312.54,185.15,Completed
ORD_1041,CUST_924,2024-10-09,Fashion,TikTok,445.17,279.48,Completed
ORD_1042,CUST_547,2025-02-18,Accessories,Event Walk-in,254.33,92.99,Completed
ORD_1043,CUST_442,2025-03-07,Subscription Box,Google Search,357.37,222.18,Completed
ORD_1044,CUST_1338,2024-02-13,Gift Card,Google Search,464.08,261.61,Completed
ORD_1045,CUST_83,2024-02-06,Fashion,Event Walk-in,95.04,48.38,Refunded
ORD_1046,CUST_1311,2024-03-29,Subscription Box,Instagram,176.81,71.65,Cancelled
ORD_1047,CUST_599,2025-06-26,Premium Box,LinkedIn,643.61,388.4,Completed
ORD_1048,CUST_1030,2024-10-01,Premium Box,Referral,575.26,202.98,Completed
ORD_1049,CUST_823,2024-09-01,Limited Collection,Google Search,378.43,236.77,Completed
ORD_1050,CUST_561,2024-07-30,Accessories,Google Search,58.51,32.27,Completed
ORD_1051,CUST_357,2024-03-28,Accessories,TikTok,52.29,23.52,Completed
ORD_1052,CUST_680,2025-02-08,Limited Collection,Event Walk-in,603.69,338.75,Completed
ORD_1053,CUST_705,2025-02-02,Beauty,Event Walk-in,229.24,160.28,Completed
ORD_1054,CUST_392,2024-11-23,Gift Card,TikTok,328.34,136.45,Completed
ORD_1055,CUST_759,2024-12-25,Gift Card,Referral,107.76,47.71,Completed
ORD_1056,CUST_598,2024-01-20,Limited Collection,Partnership,501.8,181.13,Completed
ORD_1057,CUST_371,2025-05-25,Subscription Box,Instagram,73.9,46.63,Completed
ORD_1058,CUST_837,2024-12-02,Fashion,Partnership,346.14,214.43,Refunded
ORD_1059,CUST_1116,2024-08-05,Fashion,TikTok,93.09,38.7,Completed
ORD_1060,CUST_72,2024-08-16,Gift Card,Instagram,558.79,307.77,Completed
ORD_1061,CUST_302,2024-05-19,Beauty,Referral,560.48,223.36,Completed
ORD_1062,CUST_1106,2024-10-14,Accessories,Instagram,322.53,165.24,Completed
ORD_1063,CUST_1306,2024-11-23,Fashion,Event Walk-in,582.01,260.17,Completed
ORD_1064,CUST_145,2024-07-21,Gift Card,Partnership,384.5,215.16,Completed
ORD_1065,CUST_1413,2024-09-07,Limited Collection,Event Walk-in,330.63,181.56,Completed
ORD_1066,CUST_727,2024-11-01,Subscription Box,Event Walk-in,372.28,167.06,Completed
ORD_1067,CUST_548,2024-11-12,Beauty,TikTok,32.58,21.08,Completed
ORD_1068,CUST_652,2024-06-13,Premium Box,Instagram,630.66,458.49,Completed
ORD_1069,CUST_1186,2024-11-26,Premium Box,TikTok,198.49,122.13,Completed
ORD_1070,CUST_148,2025-04-26,Subscription Box,Partnership,293.98,121.28,Completed
ORD_1071,CUST_84,2025-04-04,Beauty,Referral,168.21,71.07,Completed
ORD_1072,CUST_346,2025-05-13,Gift Card,Referral,472.97,259.42,Completed
ORD_1073,CUST_151,2024-02-18,Premium Box,Referral,139.05,85.94,Completed
ORD_1074,CUST_484,2025-02-15,Fashion,Event Walk-in,666.26,354.61,Completed
ORD_1075,CUST_673,2025-05-13,Fashion,Event Walk-in,414.25,163.84,Completed
ORD_1076,CUST_1246,2024-08-26,Fashion,Instagram,134.13,92.93,Completed
ORD_1077,CUST_1111,2025-06-30,Beauty,LinkedIn,636.37,309.42,Refunded
ORD_1078,CUST_1015,2024-06-17,Gift Card,Instagram,280.82,137.46,Completed
ORD_1079,CUST_861,2025-04-24,Accessories,TikTok,387.4,274.45,Completed
ORD_1080,CUST_1156,2024-01-01,Premium Box,Google Search,571.43,293.94,Completed
ORD_1081,CUST_1107,2024-11-03,Fashion,LinkedIn,91.71,37.56,Completed
ORD_1082,CUST_1494,2025-02-01,Fashion,LinkedIn,627.42,362.25,Completed
ORD_1083,CUST_1365,2025-01-03,Premium Box,Partnership,166.15,104.57,Completed
ORD_1084,CUST_395,2024-04-12,Fashion,TikTok,278.99,169.05,Completed
ORD_1085,CUST_930,2024-07-10,Limited Collection,Instagram,232.07,92.76,Completed
ORD_1086,CUST_260,2024-03-30,Gift Card,Event Walk-in,605.14,342.89,Completed
ORD_1087,CUST_913,2025-05-07,Accessories,Google Search,262.26,100.46,Completed
ORD_1088,CUST_1011,2024-11-07,Beauty,Referral,268.31,167.79,Completed
ORD_1089,CUST_594,2024-08-31,Fashion,Google Search,173.21,100.6,Completed
ORD_1090,CUST_439,2024-11-25,Beauty,Event Walk-in,166.08,70.45,Cancelled
ORD_1091,CUST_310,2025-01-21,Beauty,Event Walk-in,627.11,354.6,Completed
ORD_1092,CUST_730,2024-09-25,Limited Collection,Instagram,368.85,263.15,Refunded
ORD_1093,CUST_1475,2024-05-17,Limited Collection,TikTok,540.61,351.76,Completed
ORD_1094,CUST_1186,2025-02-21,Limited Collection,TikTok,51.02,36.49,Completed
ORD_1095,CUST_364,2025-02-17,Fashion,Event Walk-in,46.04,19.54,Completed
ORD_1096,CUST_484,2024-11-23,Gift Card,Event Walk-in,329.7,151.1,Completed
ORD_1097,CUST_644,2025-03-18,Beauty,Referral,537.11,264.01,Completed
ORD_1098,CUST_135,2024-11-20,Gift Card,TikTok,120.44,74.7,Completed
ORD_1099,CUST_1150,2025-01-26,Accessories,Instagram,480.12,321.72,Completed
ORD_1100,CUST_1055,2024-06-22,Beauty,Google Search,337.89,186.47,Completed
ORD_1101,CUST_1043,2024-06-05,Accessories,Partnership,526.67,283.12,Completed
ORD_1102,CUST_534,2025-06-25,Subscription Box,Google Search,403.49,243.19,Completed
ORD_1103,CUST_737,2024-01-12,Beauty,LinkedIn,685.95,444.81,Completed
ORD_1104,CUST_289,2024-12-24,Limited Collection,LinkedIn,74.88,45.61,Completed
ORD_1105,CUST_529,2025-04-16,Accessories,TikTok,447.81,293.26,Completed
ORD_1106,CUST_422,2024-09-08,Accessories,TikTok,222.08,77.84,Completed
ORD_1107,CUST_1344,2024-04-09,Gift Card,Partnership,145.07,53.67,Refunded
ORD_1108,CUST_1122,2024-02-10,Limited Collection,Instagram,272.83,133.67,Completed
ORD_1109,CUST_927,2024-08-26,Accessories,Referral,315.1,177.28,Cancelled
ORD_1110,CUST_1204,2024-09-02,Fashion,Referral,392.61,250.62,Refunded
ORD_1111,CUST_448,2024-07-09,Premium Box,Referral,196.0,142.02,Completed
ORD_1112,CUST_1214,2024-06-16,Premium Box,LinkedIn,656.44,436.6,Completed
ORD_1113,CUST_1126,2025-03-29,Limited Collection,TikTok,387.6,144.84,Completed
ORD_1114,CUST_890,2024-10-22,Fashion,Event Walk-in,477.62,248.13,Completed
ORD_1115,CUST_1150,2024-07-11,Beauty,Instagram,444.62,267.1,Refunded
ORD_1116,CUST_93,2025-05-28,Fashion,TikTok,527.32,372.99,Refunded
ORD_1117,CUST_1209,2024-04-01,Premium Box,TikTok,691.35,286.29,Completed
ORD_1118,CUST_1415,2024-03-29,Premium Box,Instagram,421.51,231.39,Completed
ORD_1119,CUST_1149,2024-04-06,Fashion,Google Search,603.22,272.39,Completed
ORD_1120,CUST_442,2024-10-18,Fashion,Google Search,252.1,91.46,Completed
ORD_1121,CUST_1231,2025-05-18,Subscription Box,Partnership,124.92,51.67,Completed
ORD_1122,CUST_173,2024-03-08,Premium Box,TikTok,324.35,233.24,Completed
ORD_1123,CUST_56,2025-04-10,Subscription Box,Google Search,285.0,208.71,Cancelled
ORD_1124,CUST_892,2024-04-18,Premium Box,Google Search,660.79,308.19,Completed
ORD_1125,CUST_192,2024-03-08,Limited Collection,LinkedIn,246.54,176.31,Completed
ORD_1126,CUST_2,2025-06-25,Fashion,LinkedIn,606.58,354.38,Completed
ORD_1127,CUST_1185,2024-03-04,Fashion,Referral,267.83,138.05,Completed
ORD_1128,CUST_814,2024-04-02,Beauty,Instagram,269.09,117.78,Completed
ORD_1129,CUST_1117,2024-06-21,Gift Card,Instagram,137.35,98.61,Completed
ORD_1130,CUST_1269,2024-01-19,Accessories,Event Walk-in,435.44,219.27,Refunded
ORD_1131,CUST_928,2024-03-22,Fashion,Google Search,461.74,266.8,Completed
ORD_1132,CUST_784,2024-09-10,Subscription Box,Google Search,115.2,74.54,Completed
ORD_1133,CUST_867,2024-06-14,Fashion,TikTok,118.86,86.03,Completed
ORD_1134,CUST_1344,2024-03-20,Limited Collection,Partnership,292.64,154.47,Completed
ORD_1135,CUST_1245,2025-05-18,Beauty,Google Search,139.65,74.29,Completed
ORD_1136,CUST_77,2024-09-12,Gift Card,Event Walk-in,55.73,28.8,Completed
ORD_1137,CUST_1452,2025-03-06,Accessories,Partnership,378.45,149.52,Completed
ORD_1138,CUST_431,2024-03-18,Limited Collection,LinkedIn,182.46,87.17,Completed
ORD_1139,CUST_1057,2024-11-13,Premium Box,LinkedIn,482.8,332.42,Completed
ORD_1140,CUST_1066,2024-04-11,Accessories,Partnership,309.82,164.45,Refunded
ORD_1141,CUST_487,2024-07-19,Beauty,Instagram,159.87,113.13,Refunded
ORD_1142,CUST_562,2024-12-02,Limited Collection,Instagram,135.63,90.58,Completed
ORD_1143,CUST_1347,2024-11-12,Premium Box,Instagram,364.92,141.19,Refunded
ORD_1144,CUST_212,2024-04-16,Accessories,Instagram,402.61,222.36,Completed
ORD_1145,CUST_1243,2024-05-01,Limited Collection,Google Search,578.04,240.31,Completed
ORD_1146,CUST_1365,2024-01-16,Subscription Box,Partnership,417.09,307.49,Completed
ORD_1147,CUST_84,2024-08-17,Beauty,Referral,138.63,70.58,Refunded
ORD_1148,CUST_144,2024-05-14,Subscription Box,Google Search,135.55,80.45,Completed
ORD_1149,CUST_572,2024-12-21,Premium Box,Google Search,100.97,62.18,Completed
ORD_1150,CUST_802,2025-04-26,Limited Collection,Google Search,671.75,484.21,Completed
ORD_1151,CUST_1303,2025-01-22,Limited Collection,Instagram,481.68,175.93,Refunded
ORD_1152,CUST_666,2024-05-18,Premium Box,Instagram,224.41,160.6,Completed
ORD_1153,CUST_1166,2024-05-01,Premium Box,Google Search,672.93,368.22,Completed
ORD_1154,CUST_929,2024-06-10,Gift Card,Referral,630.81,265.78,Completed
ORD_1155,CUST_1111,2025-04-13,Subscription Box,LinkedIn,360.04,164.75,Completed
ORD_1156,CUST_95,2024-01-28,Gift Card,Referral,286.64,174.88,Completed
ORD_1157,CUST_969,2025-03-10,Gift Card,LinkedIn,527.57,205.72,Completed
ORD_1158,CUST_713,2024-12-29,Premium Box,LinkedIn,45.55,21.74,Refunded
ORD_1159,CUST_610,2024-10-30,Limited Collection,Google Search,297.9,198.16,Completed
ORD_1160,CUST_710,2025-01-15,Subscription Box,LinkedIn,178.5,77.07,Completed
ORD_1161,CUST_1440,2025-03-28,Gift Card,Partnership,566.08,294.09,Cancelled
ORD_1162,CUST_191,2025-04-20,Premium Box,Google Search,671.95,483.32,Completed
ORD_1163,CUST_16,2024-08-07,Gift Card,LinkedIn,600.8,436.88,Completed
ORD_1164,CUST_207,2025-06-03,Fashion,Event Walk-in,504.01,263.26,Completed
ORD_1165,CUST_403,2025-04-18,Accessories,Instagram,26.07,14.85,Completed
ORD_1166,CUST_206,2025-02-25,Limited Collection,TikTok,345.33,206.87,Completed
ORD_1167,CUST_654,2024-09-11,Subscription Box,Event Walk-in,420.99,237.26,Completed
ORD_1168,CUST_672,2024-08-17,Limited Collection,LinkedIn,224.95,116.56,Completed
ORD_1169,CUST_1338,2025-04-23,Subscription Box,Google Search,203.25,89.32,Completed
ORD_1170,CUST_142,2024-04-05,Gift Card,Partnership,232.7,150.43,Completed
ORD_1171,CUST_2,2025-03-20,Premium Box,LinkedIn,99.67,58.04,Completed
ORD_1172,CUST_780,2025-02-18,Subscription Box,LinkedIn,223.06,100.85,Completed
ORD_1173,CUST_742,2024-02-23,Premium Box,Referral,317.71,214.9,Completed
ORD_1174,CUST_56,2025-01-11,Accessories,Google Search,104.97,56.03,Completed
ORD_1175,CUST_193,2024-01-04,Gift Card,Google Search,115.81,49.92,Completed
ORD_1176,CUST_993,2025-01-03,Beauty,TikTok,619.13,336.18,Completed
ORD_1177,CUST_1003,2025-04-15,Beauty,Referral,478.9,272.02,Completed
ORD_1178,CUST_686,2024-09-11,Beauty,Instagram,229.32,115.66,Completed
ORD_1179,CUST_137,2024-12-06,Limited Collection,Partnership,647.97,361.34,Completed
ORD_1180,CUST_977,2024-06-20,Subscription Box,Event Walk-in,480.31,222.54,Completed
ORD_1181,CUST_1063,2025-06-21,Fashion,Google Search,176.49,85.89,Cancelled
ORD_1182,CUST_596,2024-06-09,Limited Collection,Google Search,419.04,168.81,Completed
ORD_1183,CUST_1317,2024-12-20,Accessories,TikTok,638.55,477.4,Completed
ORD_1184,CUST_1442,2025-05-26,Premium Box,Partnership,244.53,107.74,Completed
ORD_1185,CUST_398,2024-08-11,Fashion,Event Walk-in,125.71,67.27,Completed
ORD_1186,CUST_893,2024-08-08,Premium Box,Google Search,411.73,222.34,Completed
ORD_1187,CUST_1147,2024-02-02,Premium Box,Partnership,696.36,391.31,Completed
ORD_1188,CUST_1416,2024-03-11,Subscription Box,Referral,601.58,302.76,Completed
ORD_1189,CUST_495,2024-01-11,Premium Box,Google Search,622.6,294.98,Completed
ORD_1190,CUST_382,2024-03-26,Accessories,TikTok,142.14,101.46,Completed
ORD_1191,CUST_851,2024-08-18,Subscription Box,Google Search,15.61,6.06,Completed
ORD_1192,CUST_1111,2024-03-21,Limited Collection,LinkedIn,245.01,162.05,Completed
ORD_1193,CUST_857,2024-11-13,Subscription Box,Instagram,696.56,499.23,Completed
ORD_1194,CUST_1454,2024-10-19,Limited Collection,Partnership,648.86,429.28,Completed
ORD_1195,CUST_757,2025-05-14,Fashion,Instagram,641.85,315.76,Completed
ORD_1196,CUST_630,2025-03-26,Subscription Box,LinkedIn,670.71,388.47,Completed
ORD_1197,CUST_408,2024-10-27,Limited Collection,Partnership,659.16,433.66,Completed
ORD_1198,CUST_1383,2024-11-19,Subscription Box,Google Search,261.15,131.63,Completed
ORD_1199,CUST_573,2024-09-02,Accessories,Referral,15.57,6.25,Completed
ORD_1200,CUST_609,2025-01-17,Subscription Box,Instagram,74.15,33.01,Completed
ORD_1201,CUST_717,2024-02-18,Limited Collection,Google Search,32.98,12.81,Completed
ORD_1202,CUST_1196,2025-03-03,Beauty,TikTok,136.75,95.91,Completed
ORD_1203,CUST_633,2025-02-05,Premium Box,LinkedIn,439.49,178.54,Completed
ORD_1204,CUST_119,2024-01-12,Limited Collection,Event Walk-in,179.5,93.78,Completed
ORD_1205,CUST_311,2024-06-16,Limited Collection,Event Walk-in,487.92,266.59,Completed
ORD_1206,CUST_41,2024-02-28,Fashion,Google Search,299.23,144.03,Refunded
ORD_1207,CUST_483,2024-09-09,Beauty,Referral,205.77,95.5,Completed
